10582,50165,0.515625
10582,82627,0.515625
10640,56056,0.5
10656,42167,0.515625
10667,39266,0.515625
10809,33123,0.53125
10931,70232,0.515625
11065,86370,0.5
11119,48063,0.546875
11119,81956,0.546875
11119,90960,0.5
11195,45563,0.5625
11311,38258,0.515625
11311,73007,0.515625
11338,55295,0.5
11444,74095,0.53125
11458,40448,0.5
11458,52380,0.53125
11458,55843,0.59375
11458,66353,0.515625
11458,94827,0.515625
11506,46675,0.5
11575,87666,0.5
11599,46284,0.53125
11663,66719,0.5
11693,75588,0.5
11693,89367,0.5
11729,49144,0.5
11737,15536,0.515625
11756,16204,0.515625
11756,33851,0.5
11807,80511,0.515625
11811,53202,0.5
11860,98608,0.5
12035,70717,0.5
12038,80506,0.5625
12066,17170,0.609375
12066,77137,0.5
12071,37752,0.5
12253,29016,0.53125
12350,85068,0.515625
12610,50543,0.53125
12619,30955,0.5
12758,102874,0.5
12783,69657,0.5
12834,100293,0.5
12895,78516,0.546875
12908,88356,0.515625
12957,30074,0.5
13068,90324,0.515625
13081,27415,0.515625
13139,65224,0.5
13177,32551,0.5
13223,85637,0.5625
13344,92020,0.515625
13420,98115,0.5
13432,80445,0.53125
13474,75948,0.515625
13587,81024,0.5
13591,34380,0.515625
13591,44596,0.515625
13591,54721,0.53125
13591,58489,0.546875
13591,88271,0.5
13620,49650,0.609375
13664,24865,0.5
13751,100950,0.546875
13842,22598,0.515625
13943,17553,0.515625
14031,47242,0.5
14048,81147,0.5
14136,73033,0.515625
14136,92544,0.5
14169,37861,0.515625
14229,27002,0.53125
14275,16013,0.5
14275,24080,0.5
14275,34347,0.53125
14275,69307,0.5
14275,86459,0.5
14528,63121,0.5
14628,60549,0.53125
14957,18872,0.5625
14959,33243,0.5
14984,77056,0.59375
15150,98883,0.5
15160,47585,0.5
15193,39336,0.546875
15407,53986,0.5
15417,51233,0.5
15465,50979,0.5
15476,87527,0.546875
15493,25716,0.5
15493,34685,0.5
15493,83629,0.5
15493,91946,0.515625
15493,97030,0.515625
15519,64203,0.5
15534,63807,0.5
15699,66583,0.546875
15712,76319,0.5
15844,20566,0.5
16013,26228,0.5
16106,71066,0.5
16112,38218,0.5
16186,62307,0.53125
16315,44521,0.5
16450,32649,0.515625
16450,45277,0.515625
16528,28225,0.515625
16846,26507,0.5
17035,102256,0.5
17220,38549,0.515625
17299,50213,0.53125
17309,61814,0.515625
17515,94916,0.5
17574,46013,0.5
17574,51210,0.515625
17574,71290,0.5
17612,25064,0.515625
17623,82849,0.5
17639,73328,0.546875
17892,85852,0.5625
18170,57878,0.5
18394,18507,0.546875
18410,91872,0.5
18480,68323,0.53125
18480,69801,0.53125
18480,86367,0.5625
18691,34518,0.5
18721,63976,0.53125
18781,43673,0.5
18900,87399,0.515625
18964,79526,0.5625
19141,75456,0.5
19439,99866,0.5
19466,30715,0.5
19552,62212,0.5
19711,60633,0.546875
19718,26332,0.546875
19770,75560,0.5625
19920,79229,0.5
20074,101306,0.53125
20132,71540,0.515625
20174,46285,0.5
20232,37522,0.515625
20364,56590,0.5
20432,96847,0.5
20483,102435,0.515625
20708,55977,0.5
20745,45575,0.5
21193,88528,0.53125
21503,23450,0.5
21637,30184,0.5
21864,44326,0.5
21957,53379,0.53125
21957,81753,0.5
22028,33172,0.5
22086,82207,0.5
22396,29865,0.5
22406,43457,0.5625
22516,70571,0.5
22529,38916,0.5
22827,66670,0.515625
22904,43677,0.53125
23286,82459,0.53125
23434,57101,0.515625
23434,58879,0.5
23505,31337,0.5625
23505,75573,0.5
23769,73158,0.5
23937,50699,0.53125
23937,70690,0.53125
24158,62785,0.578125
25212,88383,0.515625
25491,44042,0.515625
25950,70265,0.53125
26145,53396,0.515625
26170,33522,0.5
26357,42842,0.5
26394,69339,0.5625
26427,89091,0.515625
26442,62500,0.53125
26593,27167,0.546875
26857,47091,0.515625
27036,80068,0.5
27189,51868,0.53125
27236,27755,0.546875
27236,43038,0.53125
28313,36419,0.5
28527,49564,0.5
28735,92477,0.5
29016,37639,0.5
29134,36415,0.5
29435,53925,0.5
29458,96014,0.515625
29655,34123,0.5
29932,48780,0.5625
30524,55032,0.6875
30715,31804,0.5625
31643,53335,0.515625
31776,89492,0.578125
31839,86459,0.5
31907,61900,0.5
31949,37344,0.5
32671,38298,0.515625
32795,33963,0.53125
33145,88657,0.625
33348,86036,0.515625
33435,46514,0.5625
33441,85123,0.5
33476,96355,0.5
34030,68391,0.5
34059,46979,0.5
35685,62212,0.5
35685,77003,0.53125
35888,65525,0.53125
35888,84094,0.515625
35888,99479,0.515625
35971,63053,0.515625
35971,66309,0.515625
36906,75062,0.5
36906,77056,0.53125
37198,46514,0.546875
38152,77700,0.515625
39329,69747,0.5
39376,73775,0.515625
39433,83497,0.515625
39607,65984,0.5
39856,55235,0.515625
41154,46448,0.546875
43016,49372,0.5
43223,67277,0.53125
43491,72674,0.515625
43581,57631,0.5
44162,55272,0.515625
44358,61933,0.546875
44667,49099,0.515625
45720,84336,0.5
46314,92421,0.515625
46382,88805,0.5
49017,73459,0.546875
49403,89006,0.5
54373,68903,0.5
55081,99864,0.5
59052,90313,0.5
63421,94916,0.515625
66566,72301,0.515625
68718,102002,0.5
73056,100976,0.59375
76305,98139,0.515625
78767,98637,0.53125
79320,100976,0.609375
